player_name,team_name,stat_type,image_url,odds_type,line_score
jottAAA,Sangal,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/5YZeUUP.png,standard,33
xfl0ud,Sangal,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/5YZeUUP.png,standard,32
CYPHER,UNPAID,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/YMbB8WL.png,standard,27.5
h4rn,UNPAID,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/YMbB8WL.png,standard,29.5
jkaem,UNPAID,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/YMbB8WL.png,standard,29.5
nexa,UNPAID,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/YMbB8WL.png,standard,27.5
VLDN,UNPAID,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/YMbB8WL.png,standard,26
Yxngstxr,Sangal,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/5YZeUUP.png,standard,17
LNZ,Sangal,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/5YZeUUP.png,standard,15
SaMey,Sangal,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/5YZeUUP.png,standard,10.5
jottAAA,Sangal,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/5YZeUUP.png,standard,19.5
xfl0ud,Sangal,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/5YZeUUP.png,standard,18
CYPHER,UNPAID,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/YMbB8WL.png,standard,15.5
h4rn,UNPAID,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/YMbB8WL.png,standard,9.5
jkaem,UNPAID,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/YMbB8WL.png,standard,16.5
nexa,UNPAID,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/YMbB8WL.png,standard,15
VLDN,UNPAID,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/YMbB8WL.png,standard,15
krabeni,NAVI Junior,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/DFMopIO.png,standard,32.5
makazze,NAVI Junior,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/DFMopIO.png,standard,33.5
cmtry,NAVI Junior,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/DFMopIO.png,standard,29.5
Dem0N,NAVI Junior,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/DFMopIO.png,standard,28.5
dziugss,NAVI Junior,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/DFMopIO.png,standard,27.5
lov1kus,CYBERSHOKE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/oz5WkFS.png,standard,30.5
FenomeN,CYBERSHOKE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/oz5WkFS.png,standard,29.5
sstiNiX,CYBERSHOKE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/oz5WkFS.png,standard,29.5
notineki,CYBERSHOKE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/oz5WkFS.png,standard,28.5
levantino,CYBERSHOKE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/oz5WkFS.png,standard,26.5
krabeni,NAVI Junior,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/DFMopIO.png,standard,19.5
makazze,NAVI Junior,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/DFMopIO.png,standard,18
cmtry,NAVI Junior,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/DFMopIO.png,standard,11
Dem0N,NAVI Junior,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/DFMopIO.png,standard,18
dziugss,NAVI Junior,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/DFMopIO.png,standard,15
lov1kus,CYBERSHOKE,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/oz5WkFS.png,standard,13.5
FenomeN,CYBERSHOKE,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/oz5WkFS.png,standard,8.5
sstiNiX,CYBERSHOKE,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/oz5WkFS.png,standard,17.5
notineki,CYBERSHOKE,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/oz5WkFS.png,standard,14.5
levantino,CYBERSHOKE,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/oz5WkFS.png,standard,16
910,The MongolZ,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/g2qsglt.png,standard,31.5
bLitz,The MongolZ,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/g2qsglt.png,standard,30.5
Techno,The MongolZ,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/g2qsglt.png,standard,28.5
mzinho,The MongolZ,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/g2qsglt.png,standard,30
Senzu,The MongolZ,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/g2qsglt.png,standard,32
Neityu,ENCE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/EnceJersey.png,standard,27.5
sdy,ENCE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/EnceJersey.png,standard,28.5
podi,ENCE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/EnceJersey.png,standard,28.5
gla1ve,ENCE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/EnceJersey.png,standard,22.5
xKacpersky,ENCE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/EnceJersey.png,standard,29
910,The MongolZ,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/g2qsglt.png,standard,11.5
bLitz,The MongolZ,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/g2qsglt.png,standard,14
Techno,The MongolZ,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/g2qsglt.png,standard,17
mzinho,The MongolZ,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/g2qsglt.png,standard,19
Senzu,The MongolZ,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/g2qsglt.png,standard,18
Neityu,ENCE,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/EnceJersey.png,standard,15
sdy,ENCE,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/EnceJersey.png,standard,14
podi,ENCE,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/EnceJersey.png,standard,9
gla1ve,ENCE,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/EnceJersey.png,standard,12
xKacpersky,ENCE,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/EnceJersey.png,standard,16.5
nicoodoz,Gaimin Gladiators,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/I3zLgMH.png,standard,34.5
roeJ,Gaimin Gladiators,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/I3zLgMH.png,standard,29.5
kraghen,Gaimin Gladiators,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/I3zLgMH.png,standard,28.5
Queenix,Gaimin Gladiators,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/I3zLgMH.png,standard,28.5
Nodios,Gaimin Gladiators,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/I3zLgMH.png,standard,27.5
s0und,9INE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/9ine(XG)_jersey.png,standard,31.5
misutaaa,9INE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/9ine(XG)_jersey.png,standard,29.5
mantuu,9INE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/9ine(XG)_jersey.png,standard,28.5
raalz,9INE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/9ine(XG)_jersey.png,standard,27.5
refrezh,9INE,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/9ine(XG)_jersey.png,standard,27.5
nicoodoz,Gaimin Gladiators,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/I3zLgMH.png,standard,16.5
roeJ,Gaimin Gladiators,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/I3zLgMH.png,standard,18
kraghen,Gaimin Gladiators,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/I3zLgMH.png,standard,15
